#### This dataset contains Coffee Products data sold across various states,,,,,,,,,
,,,,,,,,,
,Area Code,Date,Product,Product Type,State,  Target Profit  ,  Target Sales  ,  Profit  ,  Sales  
,505,5/1/2018,Decaf Irish Cream,Coffee,Nagaland,$10.00 ,$170.00 ,($15.00),$136.00 
,405,5/1/2018,Decaf Irish Cream,Coffee,Meghalaya,$40.00 ,$80.00 ,$22.00 ,$71.00 
,318,5/1/2018,Decaf Espresso,Espresso,Kerala,$40.00 ,$90.00 ,$28.00 ,$110.00 
,505,5/1/2018,Decaf Espresso,Espresso,Nagaland,$10.00 ,$70.00 ,$14.00 ,$92.00 
,405,5/1/2018,Decaf Espresso,Espresso,Meghalaya,$80.00 ,$200.00 ,$79.00 ,$235.00 
,775,5/1/2018,Decaf Irish Cream,Coffee,Jharkhand,$30.00 ,$80.00 ,$6.00 ,$68.00 
,971,5/1/2018,Decaf Irish Cream,Coffee,Mizoram,$40.00 ,$120.00 ,$25.00 ,$103.00 
,435,5/1/2018,Decaf Irish Cream,Coffee,Odisha,$70.00 ,$210.00 ,$34.00 ,$173.00 
,253,5/1/2018,Decaf Irish Cream,Coffee,Punjab,$60.00 ,$270.00 ,$16.00 ,$221.00 
,775,5/1/2018,Decaf Espresso,Espresso,Jharkhand,$20.00 ,$40.00 ,$13.00 ,$49.00 
,541,5/1/2018,Decaf Espresso,Espresso,Mizoram,$90.00 ,$280.00 ,$83.00 ,$298.00 
,435,5/1/2018,Decaf Espresso,Espresso,Odisha,$40.00 ,$100.00 ,$42.00 ,$109.00 
,206,5/1/2018,Decaf Espresso,Espresso,Punjab,$60.00 ,$160.00 ,$47.00 ,$170.00 
,712,5/1/2018,Amaretto,Coffee,Chhattisgarh,$20.00 ,$50.00 ,$12.00 ,$49.00 
,262,5/1/2018,Amaretto,Coffee,Rajasthan,$20.00 ,$130.00 ,$17.00 ,$130.00 
,515,5/1/2018,Colombian,Coffee,Chhattisgarh,$20.00 ,$70.00 ,$7.00 ,$68.00 
,573,5/1/2018,Colombian,Coffee,Haryana,$50.00 ,$180.00 ,$33.00 ,$173.00 
,262,5/1/2018,Colombian,Coffee,Rajasthan,$40.00 ,$230.00 ,$17.00 ,$221.00 
,319,5/1/2018,Caffe Mocha,Espresso,Chhattisgarh,$20.00 ,$50.00 ,$12.00 ,$49.00 
,636,5/1/2018,Caffe Mocha,Espresso,Haryana,$50.00 ,$120.00 ,$41.00 ,$109.00 
,608,5/1/2018,Caffe Mocha,Espresso,Rajasthan,$70.00 ,$200.00 ,$47.00 ,$170.00 
,603,5/1/2018,Amaretto,Coffee,Assam,$40.00 ,$110.00 ,$35.00 ,$125.00 
,959,5/1/2018,Colombian,Coffee,Arunachal Pradesh,$110.00 ,$260.00 ,$98.00 ,$275.00 
,603,5/1/2018,Colombian,Coffee,Assam,$50.00 ,$120.00 ,$31.00 ,$132.00 
,475,5/1/2018,Caffe Mocha,Espresso,Arunachal Pradesh,$20.00 ,$150.00 ,$3.00 ,$154.00 
,603,5/1/2018,Caffe Mocha,Espresso,Assam,$10.00 ,$100.00 ,($7.00),$104.00 
,603,5/1/2018,Regular Espresso,Espresso,Assam,$4.00 ,$70.00 ,($3.00),$76.00 
,318,5/1/2018,Colombian,Coffee,Kerala,$50.00 ,$120.00 ,$36.00 ,$99.00 
,505,5/1/2018,Colombian,Coffee,Nagaland,$60.00 ,$160.00 ,$31.00 ,$132.00 
,580,5/1/2018,Colombian,Coffee,Meghalaya,$50.00 ,$120.00 ,$30.00 ,$99.00 
,985,5/1/2018,Caffe Latte,Espresso,Kerala,$10.00 ,$130.00 ,$3.00 ,$154.00 
,505,5/1/2018,Caffe Latte,Espresso,Nagaland,$10.00 ,$60.00 ,($4.00),$76.00 
,918,5/1/2018,Caffe Latte,Espresso,Meghalaya,$100.00 ,$230.00 ,$101.00 ,$273.00 
,225,5/1/2018,Caffe Mocha,Espresso,Kerala,$50.00 ,$110.00 ,$44.00 ,$130.00 
,505,5/1/2018,Caffe Mocha,Espresso,Nagaland,$0.00 ,$80.00 ,($7.00),$104.00 
,405,5/1/2018,Caffe Mocha,Espresso,Meghalaya,$30.00 ,$40.00 ,$13.00 ,$49.00 
,503,5/1/2018,Amaretto,Coffee,Mizoram,$40.00 ,$160.00 ,($2.00),$128.00 
,435,5/1/2018,Amaretto,Coffee,Odisha,$60.00 ,$180.00 ,$38.00 ,$148.00 
,702,5/1/2018,Colombian,Coffee,Jharkhand,$20.00 ,$100.00 ,($1.00),$81.00 
,971,5/1/2018,Colombian,Coffee,Mizoram,$30.00 ,$140.00 ,$8.00 ,$116.00 
,435,5/1/2018,Colombian,Coffee,Odisha,$50.00 ,$140.00 ,$22.00 ,$113.00 
,253,5/1/2018,Colombian,Coffee,Punjab,$90.00 ,$210.00 ,$58.00 ,$175.00 
,775,5/1/2018,Caffe Latte,Espresso,Jharkhand,$30.00 ,$40.00 ,$31.00 ,$43.00 
,541,5/1/2018,Caffe Latte,Espresso,Mizoram,$20.00 ,$110.00 ,$11.00 ,$118.00 
,435,5/1/2018,Caffe Latte,Espresso,Odisha,$50.00 ,$90.00 ,$36.00 ,$97.00 
,206,5/1/2018,Caffe Latte,Espresso,Punjab,$40.00 ,$100.00 ,$34.00 ,$110.00 
,775,5/1/2018,Caffe Mocha,Espresso,Jharkhand,$20.00 ,$40.00 ,$13.00 ,$49.00 
,541,5/1/2018,Caffe Mocha,Espresso,Mizoram,$40.00 ,$110.00 ,$27.00 ,$123.00 
,435,5/1/2018,Caffe Mocha,Espresso,Odisha,$40.00 ,$100.00 ,$36.00 ,$111.00 
,206,5/1/2018,Caffe Mocha,Espresso,Punjab,$20.00 ,$120.00 ,$16.00 ,$130.00 
,563,5/1/2018,Chamomile,Herbal Tea,Chhattisgarh,$220.00 ,$530.00 ,$231.00 ,$612.00 
,417,5/1/2018,Chamomile,Herbal Tea,Haryana,$10.00 ,$90.00 ,($8.00),$104.00 
,715,5/1/2018,Chamomile,Herbal Tea,Rajasthan,$50.00 ,$110.00 ,$45.00 ,$130.00 
,515,5/1/2018,Lemon,Herbal Tea,Chhattisgarh,$130.00 ,$270.00 ,$122.00 ,$312.00 
,660,5/1/2018,Lemon,Herbal Tea,Haryana,$0.00 ,$110.00 ,($15.00),$136.00 
,262,5/1/2018,Lemon,Herbal Tea,Rajasthan,$60.00 ,$110.00 ,$51.00 ,$130.00 
,860,5/1/2018,Lemon,Herbal Tea,Arunachal Pradesh,$40.00 ,$130.00 ,$33.00 ,$173.00 
,603,5/1/2018,Lemon,Herbal Tea,Assam,$10.00 ,$60.00 ,($1.00),$81.00 
,475,5/1/2018,Mint,Herbal Tea,Arunachal Pradesh,$40.00 ,$110.00 ,$38.00 ,$148.00 
,985,5/1/2018,Chamomile,Herbal Tea,Kerala,$40.00 ,$100.00 ,$35.00 ,$111.00 
,505,5/1/2018,Chamomile,Herbal Tea,Nagaland,$20.00 ,$40.00 ,$12.00 ,$49.00 
,918,5/1/2018,Chamomile,Herbal Tea,Meghalaya,$20.00 ,$120.00 ,$17.00 ,$130.00 
,337,5/1/2018,Lemon,Herbal Tea,Kerala,$40.00 ,$160.00 ,$33.00 ,$173.00 
,505,5/1/2018,Lemon,Herbal Tea,Nagaland,$20.00 ,$60.00 ,$7.00 ,$68.00 
,918,5/1/2018,Lemon,Herbal Tea,Meghalaya,$40.00 ,$210.00 ,$17.00 ,$221.00 
,775,5/1/2018,Chamomile,Herbal Tea,Jharkhand,$40.00 ,$250.00 ,$25.00 ,$289.00 
,503,5/1/2018,Chamomile,Herbal Tea,Mizoram,$40.00 ,$60.00 ,$26.00 ,$75.00 
,435,5/1/2018,Chamomile,Herbal Tea,Odisha,$40.00 ,$110.00 ,$34.00 ,$125.00 
,206,5/1/2018,Chamomile,Herbal Tea,Punjab,$100.00 ,$240.00 ,$98.00 ,$275.00 
,775,5/1/2018,Lemon,Herbal Tea,Jharkhand,$160.00 ,$400.00 ,$160.00 ,$465.00 
,971,5/1/2018,Lemon,Herbal Tea,Mizoram,$30.00 ,$80.00 ,$30.00 ,$99.00 
,435,5/1/2018,Lemon,Herbal Tea,Odisha,$40.00 ,$110.00 ,$32.00 ,$132.00 
,206,5/1/2018,Lemon,Herbal Tea,Punjab,$50.00 ,$80.00 ,$36.00 ,$99.00 
,775,5/1/2018,Mint,Herbal Tea,Jharkhand,$120.00 ,$270.00 ,$121.00 ,$312.00 
,435,5/1/2018,Mint,Herbal Tea,Odisha,,$110.00 ,($15.00),$136.00 
,712,5/1/2018,Darjeeling,Tea,Chhattisgarh,$150.00 ,$450.00 ,$165.00 ,$521.00 
,314,5/1/2018,Darjeeling,Tea,Haryana,$20.00 ,$80.00 ,$14.00 ,$92.00 
,920,5/1/2018,Darjeeling,Tea,Rajasthan,$30.00 ,$90.00 ,$27.00 ,$110.00 
,563,5/1/2018,Earl Grey,Tea,Chhattisgarh,$170.00 ,$510.00 ,$190.00 ,$589.00 
,314,5/1/2018,Earl Grey,Tea,Haryana,$0.00 ,$60.00 ,($4.00),$76.00 
,262,5/1/2018,Earl Grey,Tea,Rajasthan,$10.00 ,$130.00 ,$2.00 ,$154.00 
,573,5/1/2018,Green Tea,Tea,Haryana,$0.00 ,$70.00 ,($2.00),$81.00 
,860,5/1/2018,Darjeeling,Tea,Arunachal Pradesh,$50.00 ,$110.00 ,$42.00 ,$109.00 
,603,5/1/2018,Darjeeling,Tea,Assam,$20.00 ,$50.00 ,$12.00 ,$49.00 
,475,5/1/2018,Green Tea,Tea,Arunachal Pradesh,$30.00 ,$60.00 ,$17.00 ,$57.00 
,603,5/1/2018,Green Tea,Tea,Assam,$30.00 ,$40.00 ,$32.00 ,$43.00 
,702,5/1/2018,Darjeeling,Tea,Jharkhand,$170.00 ,$410.00 ,$231.00 ,$612.00 
,503,5/1/2018,Darjeeling,Tea,Mizoram,$20.00 ,$30.00 ,$12.00 ,$49.00 
,435,5/1/2018,Darjeeling,Tea,Odisha,$10.00 ,$70.00 ,($8.00),$104.00 
,509,5/1/2018,Darjeeling,Tea,Punjab,$30.00 ,$80.00 ,$44.00 ,$130.00 
,775,5/1/2018,Earl Grey,Tea,Jharkhand,$120.00 ,$350.00 ,$164.00 ,$521.00 
,503,5/1/2018,Earl Grey,Tea,Mizoram,$50.00 ,$150.00 ,$79.00 ,$235.00 
,435,5/1/2018,Earl Grey,Tea,Odisha,$20.00 ,$60.00 ,$14.00 ,$92.00 
,360,5/1/2018,Earl Grey,Tea,Punjab,$30.00 ,$70.00 ,$27.00 ,$110.00 
,702,5/1/2018,Green Tea,Tea,Jharkhand,,$0.00 ,($380.00),$18.00 
,971,5/1/2018,Green Tea,Tea,Mizoram,$70.00 ,$180.00 ,$101.00 ,$273.00 
,801,5/1/2018,Green Tea,Tea,Odisha,$10.00 ,$50.00 ,($3.00),$76.00 
,425,5/1/2018,Green Tea,Tea,Punjab,$10.00 ,$100.00 ,$2.00 ,$154.00 
,719,6/1/2018,Decaf Irish Cream,Coffee,Andhra Pradesh,$140.00 ,$310.00 ,$132.00 ,$301.00 
,630,6/1/2018,Decaf Irish Cream,Coffee,Tamil Nadu,$160.00 ,$360.00 ,$135.00 ,$345.00 
,937,6/1/2018,Decaf Irish Cream,Coffee,Manipur,$20.00 ,$110.00 ,($6.00),$107.00 
,303,6/1/2018,Decaf Espresso,Espresso,Andhra Pradesh,$50.00 ,$150.00 ,$33.00 ,$135.00 
,312,6/1/2018,Decaf Espresso,Espresso,Tamil Nadu,$210.00 ,$610.00 ,$164.00 ,$521.00 
,419,6/1/2018,Decaf Espresso,Espresso,Manipur,$30.00 ,$130.00 ,$12.00 ,$115.00 
,850,6/1/2018,Decaf Irish Cream,Coffee,Karnataka,$100.00 ,$260.00 ,$105.00 ,$282.00 
,321,6/1/2018,Decaf Espresso,Espresso,Karnataka,$80.00 ,$200.00 ,$63.00 ,$212.00 
,806,6/1/2018,Decaf Irish Cream,Coffee,Goa,$100.00 ,$230.00 ,$68.00 ,$190.00 
,469,6/1/2018,Decaf Espresso,Espresso,Goa,$90.00 ,$190.00 ,$99.00 ,$230.00 
,415,6/1/2018,Decaf Irish Cream,Coffee,Maharashtra,,$210.00 ,($142.00),$169.00 
,562,6/1/2018,Decaf Espresso,Espresso,Maharashtra,$230.00 ,$600.00 ,$240.00 ,$634.00 
,719,6/1/2018,Amaretto,Coffee,Andhra Pradesh,$130.00 ,$280.00 ,$121.00 ,$276.00 
,513,6/1/2018,Amaretto,Coffee,Manipur,$40.00 ,$120.00 ,$24.00 ,$118.00 
,970,6/1/2018,Colombian,Coffee,Andhra Pradesh,$80.00 ,$190.00 ,$68.00 ,$190.00 
,815,6/1/2018,Colombian,Coffee,Tamil Nadu,$190.00 ,$500.00 ,$167.00 ,$478.00 
,614,6/1/2018,Colombian,Coffee,Manipur,$20.00 ,$90.00 ,$19.00 ,$93.00 
,719,6/1/2018,Caffe Mocha,Espresso,Andhra Pradesh,$140.00 ,$270.00 ,$99.00 ,$230.00 
,312,6/1/2018,Caffe Mocha,Espresso,Tamil Nadu,$300.00 ,$740.00 ,$241.00 ,$634.00 
,419,6/1/2018,Caffe Mocha,Espresso,Manipur,$120.00 ,$350.00 ,$83.00 ,$298.00 
,904,6/1/2018,Colombian,Coffee,Karnataka,$110.00 ,$260.00 ,$99.00 ,$278.00 
,617,6/1/2018,Colombian,Coffee,Gujarat,$530.00 ,$610.00 ,$547.00 ,$649.00 
,646,6/1/2018,Colombian,Coffee,Madhya Pradesh,$350.00 ,$840.00 ,$357.00 ,$890.00 
,786,6/1/2018,Caffe Mocha,Espresso,Karnataka,$40.00 ,$250.00 ,$25.00 ,$264.00 
,351,6/1/2018,Caffe Mocha,Espresso,Gujarat,$10.00 ,$100.00 ,($3.00),$111.00 
,914,6/1/2018,Caffe Mocha,Espresso,Madhya Pradesh,,$70.00 ,($236.00),$72.00 
,339,6/1/2018,Regular Espresso,Espresso,Gujarat,$100.00 ,$290.00 ,$83.00 ,$298.00 
,631,6/1/2018,Regular Espresso,Espresso,Madhya Pradesh,$340.00 ,$660.00 ,$318.00 ,$675.00 
,210,6/1/2018,Colombian,Coffee,Goa,$270.00 ,$660.00 ,$192.00 ,$532.00 
,936,6/1/2018,Caffe Latte,Espresso,Goa,$40.00 ,$110.00 ,$33.00 ,$135.00 
,281,6/1/2018,Caffe Mocha,Espresso,Goa,$120.00 ,$230.00 ,$120.00 ,$276.00 
,707,6/1/2018,Amaretto,Coffee,Maharashtra,,$120.00 ,($113.00),$96.00 
,805,6/1/2018,Colombian,Coffee,Maharashtra,$500.00 ,"$1,110.00 ",$357.00 ,$890.00 
,707,6/1/2018,Caffe Latte,Espresso,Maharashtra,$180.00 ,$500.00 ,$165.00 ,$521.00 
,714,6/1/2018,Caffe Mocha,Espresso,Maharashtra,$50.00 ,$330.00 ,$36.00 ,$345.00 
,720,6/1/2018,Chamomile,Herbal Tea,Andhra Pradesh,$90.00 ,$260.00 ,$83.00 ,$298.00 
,630,6/1/2018,Chamomile,Herbal Tea,Tamil Nadu,$130.00 ,$240.00 ,$121.00 ,$276.00 
,614,6/1/2018,Chamomile,Herbal Tea,Manipur,$20.00 ,$30.00 ,$9.00 ,$44.00 
,720,6/1/2018,Lemon,Herbal Tea,Andhra Pradesh,$10.00 ,$90.00 ,($7.00),$107.00 
,630,6/1/2018,Lemon,Herbal Tea,Tamil Nadu,$60.00 ,$160.00 ,$67.00 ,$190.00 
,513,6/1/2018,Lemon,Herbal Tea,Manipur,$30.00 ,$50.00 ,$18.00 ,$60.00 
,719,6/1/2018,Mint,Herbal Tea,Andhra Pradesh,$30.00 ,$100.00 ,$24.00 ,$118.00 
,309,6/1/2018,Mint,Herbal Tea,Tamil Nadu,$140.00 ,$260.00 ,$133.00 ,$301.00 
,941,6/1/2018,Chamomile,Herbal Tea,Karnataka,$30.00 ,$80.00 ,$35.00 ,$110.00 
,754,6/1/2018,Lemon,Herbal Tea,Karnataka,$30.00 ,$100.00 ,$19.00 ,$133.00 
,781,6/1/2018,Lemon,Herbal Tea,Gujarat,$20.00 ,$80.00 ,$12.00 ,$115.00 
,607,6/1/2018,Lemon,Herbal Tea,Madhya Pradesh,$220.00 ,$520.00 ,$263.00 ,$669.00 
,305,6/1/2018,Mint,Herbal Tea,Karnataka,$40.00 ,$130.00 ,$49.00 ,$177.00 
,716,6/1/2018,Mint,Herbal Tea,Madhya Pradesh,,$150.00 ,($143.00),$198.00 
,832,6/1/2018,Chamomile,Herbal Tea,Goa,$40.00 ,$110.00 ,$24.00 ,$118.00 
,409,6/1/2018,Lemon,Herbal Tea,Goa,$30.00 ,$90.00 ,$20.00 ,$93.00 
,661,6/1/2018,Chamomile,Herbal Tea,Maharashtra,$140.00 ,$260.00 ,$133.00 ,$301.00 
,661,6/1/2018,Lemon,Herbal Tea,Maharashtra,$190.00 ,$460.00 ,$192.00 ,$532.00 
,408,6/1/2018,Mint,Herbal Tea,Maharashtra,$60.00 ,$160.00 ,$67.00 ,$190.00 
,719,6/1/2018,Darjeeling,Tea,Andhra Pradesh,$20.00 ,$100.00 ,$11.00 ,$115.00 
,312,6/1/2018,Darjeeling,Tea,Tamil Nadu,$90.00 ,$200.00 ,$99.00 ,$230.00 
,513,6/1/2018,Darjeeling,Tea,Manipur,$90.00 ,$240.00 ,$99.00 ,$278.00 
,970,6/1/2018,Earl Grey,Tea,Andhra Pradesh,$30.00 ,$100.00 ,$27.00 ,$117.00 
,312,6/1/2018,Earl Grey,Tea,Tamil Nadu,$30.00 ,$110.00 ,$33.00 ,$135.00 
,937,6/1/2018,Earl Grey,Tea,Manipur,$90.00 ,$240.00 ,$105.00 ,$282.00 
,720,6/1/2018,Green Tea,Tea,Andhra Pradesh,$30.00 ,$80.00 ,$29.00 ,$99.00 
,386,6/1/2018,Darjeeling,Tea,Karnataka,$50.00 ,$110.00 ,$38.00 ,$105.00 
,781,6/1/2018,Darjeeling,Tea,Gujarat,$30.00 ,$60.00 ,$19.00 ,$60.00 
,516,6/1/2018,Darjeeling,Tea,Madhya Pradesh,$150.00 ,$320.00 ,$133.00 ,$301.00 
,845,6/1/2018,Earl Grey,Tea,Madhya Pradesh,$140.00 ,$290.00 ,$121.00 ,$276.00 
,407,6/1/2018,Green Tea,Tea,Karnataka,$70.00 ,$150.00 ,$58.00 ,$144.00 
,413,6/1/2018,Green Tea,Tea,Gujarat,$20.00 ,$40.00 ,$10.00 ,$44.00 
,718,6/1/2018,Green Tea,Tea,Madhya Pradesh,$120.00 ,$240.00 ,$99.00 ,$230.00 
,209,6/1/2018,Darjeeling,Tea,Maharashtra,$90.00 ,$180.00 ,$120.00 ,$276.00 
,415,6/1/2018,Earl Grey,Tea,Maharashtra,$80.00 ,$150.00 ,$98.00 ,$230.00 
,714,6/1/2018,Green Tea,Tea,Maharashtra,$30.00 ,$90.00 ,$32.00 ,$135.00 
,712,6/1/2018,Decaf Irish Cream,Coffee,Chhattisgarh,$20.00 ,$50.00 ,$11.00 ,$52.00 
,314,6/1/2018,Decaf Irish Cream,Coffee,Haryana,$50.00 ,$140.00 ,$35.00 ,$142.00 
,920,6/1/2018,Decaf Irish Cream,Coffee,Rajasthan,$90.00 ,$220.00 ,$63.00 ,$212.00 
,319,6/1/2018,Decaf Espresso,Espresso,Chhattisgarh,$40.00 ,$50.00 ,$31.00 ,$43.00 
,573,6/1/2018,Decaf Espresso,Espresso,Haryana,$40.00 ,$100.00 ,$31.00 ,$89.00 
,262,6/1/2018,Decaf Espresso,Espresso,Rajasthan,$50.00 ,$120.00 ,$34.00 ,$110.00 
,475,6/1/2018,Decaf Espresso,Espresso,Arunachal Pradesh,$30.00 ,$100.00 ,$19.00 ,$108.00 
,318,6/1/2018,Decaf Irish Cream,Coffee,Kerala,$90.00 ,$180.00 ,$58.00 ,$144.00 
,505,6/1/2018,Decaf Irish Cream,Coffee,Nagaland,,$170.00 ,($34.00),$141.00 
,405,6/1/2018,Decaf Irish Cream,Coffee,Meghalaya,$30.00 ,$70.00 ,$19.00 ,$60.00 
,318,6/1/2018,Decaf Espresso,Espresso,Kerala,$30.00 ,$80.00 ,$23.00 ,$99.00 
,505,6/1/2018,Decaf Espresso,Espresso,Nagaland,$20.00 ,$80.00 ,$14.00 ,$96.00 
,918,6/1/2018,Decaf Espresso,Espresso,Meghalaya,$90.00 ,$230.00 ,$99.00 ,$278.00 
,775,6/1/2018,Decaf Irish Cream,Coffee,Jharkhand,$20.00 ,$80.00 ,$8.00 ,$70.00 
,541,6/1/2018,Decaf Irish Cream,Coffee,Mizoram,$40.00 ,$110.00 ,$20.00 ,$93.00 
,435,6/1/2018,Decaf Irish Cream,Coffee,Odisha,$70.00 ,$210.00 ,$32.00 ,$169.00 
,206,6/1/2018,Decaf Irish Cream,Coffee,Punjab,$90.00 ,$330.00 ,$24.00 ,$264.00 
,702,6/1/2018,Decaf Espresso,Espresso,Jharkhand,$20.00 ,$50.00 ,$15.00 ,$53.00 
,541,6/1/2018,Decaf Espresso,Espresso,Mizoram,$90.00 ,$280.00 ,$83.00 ,$298.00 
,435,6/1/2018,Decaf Espresso,Espresso,Odisha,$40.00 ,$80.00 ,$34.00 ,$92.00 
,253,6/1/2018,Decaf Espresso,Espresso,Punjab,$60.00 ,$160.00 ,$49.00 ,$177.00 
,641,6/1/2018,Amaretto,Coffee,Chhattisgarh,$30.00 ,$60.00 ,$18.00 ,$58.00 
,715,6/1/2018,Amaretto,Coffee,Rajasthan,$20.00 ,$130.00 ,$19.00 ,$133.00 
,563,6/1/2018,Colombian,Coffee,Chhattisgarh,$20.00 ,$70.00 ,$8.00 ,$70.00 
,573,6/1/2018,Colombian,Coffee,Haryana,$40.00 ,$170.00 ,$31.00 ,$169.00 
,608,6/1/2018,Colombian,Coffee,Rajasthan,$50.00 ,$270.00 ,$24.00 ,$264.00 
,515,6/1/2018,Caffe Mocha,Espresso,Chhattisgarh,$30.00 ,$60.00 ,$15.00 ,$53.00 
,660,6/1/2018,Caffe Mocha,Espresso,Haryana,$40.00 ,$100.00 ,$33.00 ,$92.00 
,262,6/1/2018,Caffe Mocha,Espresso,Rajasthan,$70.00 ,$200.00 ,$50.00 ,$177.00 
,603,6/1/2018,Amaretto,Coffee,Assam,$50.00 ,$130.00 ,$41.00 ,$138.00 
,475,6/1/2018,Colombian,Coffee,Arunachal Pradesh,$100.00 ,$220.00 ,$79.00 ,$232.00 
,603,6/1/2018,Colombian,Coffee,Assam,$60.00 ,$140.00 ,$42.00 ,$156.00 
,203,6/1/2018,Caffe Mocha,Espresso,Arunachal Pradesh,$10.00 ,$120.00 ,($2.00),$128.00 
,603,6/1/2018,Caffe Mocha,Espresso,Assam,$20.00 ,$120.00 ,($4.00),$125.00 
,603,6/1/2018,Regular Espresso,Espresso,Assam,$6.00 ,$70.00 ,($3.00),$78.00 
,337,6/1/2018,Colombian,Coffee,Kerala,$60.00 ,$130.00 ,$40.00 ,$107.00 
,505,6/1/2018,Colombian,Coffee,Nagaland,$80.00 ,$190.00 ,$43.00 ,$156.00 
,918,6/1/2018,Colombian,Coffee,Meghalaya,$50.00 ,$120.00 ,$29.00 ,$99.00 
,318,6/1/2018,Caffe Latte,Espresso,Kerala,$10.00 ,$110.00 ,($3.00),$128.00 
,505,6/1/2018,Caffe Latte,Espresso,Nagaland,$0.00 ,$60.00 ,($3.00),$78.00 
,918,6/1/2018,Caffe Latte,Espresso,Meghalaya,$100.00 ,$240.00 ,$105.00 ,$282.00 
,225,6/1/2018,Caffe Mocha,Espresso,Kerala,$40.00 ,$100.00 ,$41.00 ,$125.00 
,505,6/1/2018,Caffe Mocha,Espresso,Nagaland,$0.00 ,$100.00 ,($3.00),$125.00 
,918,6/1/2018,Caffe Mocha,Espresso,Meghalaya,$20.00 ,$30.00 ,$10.00 ,$44.00 
,541,6/1/2018,Amaretto,Coffee,Mizoram,$30.00 ,$130.00 ,($6.00),$107.00 
,435,6/1/2018,Amaretto,Coffee,Odisha,$60.00 ,$170.00 ,$36.00 ,$142.00 
,702,6/1/2018,Colombian,Coffee,Jharkhand,$20.00 ,$100.00 ,$0.00 ,$82.00 
,971,6/1/2018,Colombian,Coffee,Mizoram,$40.00 ,$140.00 ,$4.00 ,$112.00 
,801,6/1/2018,Colombian,Coffee,Odisha,$50.00 ,$130.00 ,$19.00 ,$108.00 
,425,6/1/2018,Colombian,Coffee,Punjab,$110.00 ,$240.00 ,$66.00 ,$193.00 
,775,6/1/2018,Caffe Latte,Espresso,Jharkhand,$30.00 ,$40.00 ,$31.00 ,$43.00 
,503,6/1/2018,Caffe Latte,Espresso,Mizoram,$30.00 ,$110.00 ,$11.00 ,$115.00 
,435,6/1/2018,Caffe Latte,Espresso,Odisha,$40.00 ,$80.00 ,$31.00 ,$89.00 
,206,6/1/2018,Caffe Latte,Espresso,Punjab,$40.00 ,$100.00 ,$34.00 ,$110.00 
,775,6/1/2018,Caffe Mocha,Espresso,Jharkhand,$20.00 ,$50.00 ,$18.00 ,$58.00 
,503,6/1/2018,Caffe Mocha,Espresso,Mizoram,$40.00 ,$110.00 ,$24.00 ,$118.00 
,435,6/1/2018,Caffe Mocha,Espresso,Odisha,$40.00 ,$100.00 ,$35.00 ,$111.00 
,425,6/1/2018,Caffe Mocha,Espresso,Punjab,$20.00 ,$120.00 ,$18.00 ,$133.00 
,641,6/1/2018,Chamomile,Herbal Tea,Chhattisgarh,$230.00 ,$550.00 ,$241.00 ,$634.00 
,660,6/1/2018,Chamomile,Herbal Tea,Haryana,$20.00 ,$110.00 ,($4.00),$125.00 
,715,6/1/2018,Chamomile,Herbal Tea,Rajasthan,$50.00 ,$110.00 ,$40.00 ,$125.00 
,319,6/1/2018,Lemon,Herbal Tea,Chhattisgarh,$140.00 ,$300.00 ,$136.00 ,$345.00 
,636,6/1/2018,Lemon,Herbal Tea,Haryana,$0.00 ,$120.00 ,($33.00),$141.00 
,920,6/1/2018,Lemon,Herbal Tea,Rajasthan,$60.00 ,$120.00 ,$58.00 ,$144.00 
,203,6/1/2018,Lemon,Herbal Tea,Arunachal Pradesh,$40.00 ,$130.00 ,$32.00 ,$169.00 
,603,6/1/2018,Lemon,Herbal Tea,Assam,$10.00 ,$60.00 ,$0.00 ,$82.00 
,475,6/1/2018,Mint,Herbal Tea,Arunachal Pradesh,$50.00 ,$110.00 ,$36.00 ,$142.00 
,225,6/1/2018,Chamomile,Herbal Tea,Kerala,$40.00 ,$100.00 ,$36.00 ,$111.00 
,505,6/1/2018,Chamomile,Herbal Tea,Nagaland,$20.00 ,$50.00 ,$18.00 ,$58.00 
,918,6/1/2018,Chamomile,Herbal Tea,Meghalaya,$30.00 ,$130.00 ,$19.00 ,$133.00 
,318,6/1/2018,Lemon,Herbal Tea,Kerala,$40.00 ,$160.00 ,$32.00 ,$169.00 
,505,6/1/2018,Lemon,Herbal Tea,Nagaland,$10.00 ,$60.00 ,$8.00 ,$70.00 
,580,6/1/2018,Lemon,Herbal Tea,Meghalaya,$40.00 ,$250.00 ,$25.00 ,$264.00 
,775,6/1/2018,Chamomile,Herbal Tea,Jharkhand,$50.00 ,$300.00 ,$37.00 ,$345.00 
,971,6/1/2018,Chamomile,Herbal Tea,Mizoram,$40.00 ,$60.00 ,$22.00 ,$69.00 
,435,6/1/2018,Chamomile,Herbal Tea,Odisha,$50.00 ,$120.00 ,$42.00 ,$138.00 
,206,6/1/2018,Chamomile,Herbal Tea,Punjab,$90.00 ,$200.00 ,$79.00 ,$232.00 
,702,6/1/2018,Lemon,Herbal Tea,Jharkhand,$170.00 ,$420.00 ,$166.00 ,$478.00 
,503,6/1/2018,Lemon,Herbal Tea,Mizoram,$30.00 ,$80.00 ,$30.00 ,$99.00 
